Company,Job Title,Old Status,New Status,Reason,Confidence,Email ID,Date
"Cisco","Senior Software Engineer- Cisco AI Software and Platform","APPLIED","REJECTED","Application rejected - detected from email: \"Thank You For Your Interest in the Senior Software Engineer- Cisco AI Software and Platform, Job ID 1438425\"","95%","197d1e30be12af5a","2025-07-03"
"Intuit","Senior SWE- Full-Stack","APPLIED","INTERVIEWING","Interview scheduled - detected from email: \"TPI Phone Interview - Senior SWE- Full-Stack\"","95%","197d1d8d5d618e3e","2025-07-03"
